#S 2  ascan  emiss 19282.9 19266.9  80 3
#D Thu May 21 08:37:39 2026
#T 3  (sec)
#G0 0
#G1 0
#G3 0
#G4 0
#Q 
#P0 dummy0=3 energy=22596.009 emiss=19274.9 filter=0 Sx=-4.9 Sy=2 Sz=2 Sr=-165.00375
#P1 gap=7.9416833 montopj=0.28063241 monbotj=0.1221374 monsrlj=0.76417989 monsprj=0.85714286 monvtra=0.0795 monvgap=0.4 monhtra=0.0475
#P2 monhgap=1.615 mono=22596.009 crystal=9.64716 mongapa=6.4978892 mongapb=6.5276477 montran=11007.52 mondiag=-3.1075 pitcha=53583
#P3 pitchb=33853 rolla=-12048 rollb=55951 m2vert=-3.5 m2yaw=-0.4495 m2horz=-2.200065 m1vert2=-2.0221563 m1dbend=7
#P4 m1ubend=10 m2ubend=24 m1vert1=-2.2554687 m1v1=1.513075 m1v2=1.7463562 m1vert=-2.1388125 m1pitch=0.021904762 m1u=9.9999998
#P5 m1d=8.0000004 m2h=1.4932054 m2y=-0.4902507 m2v=-3.5 m2u=24 m2dbend=32 Tz1=12.844762 Tz2=12.844762
#P6 Tz=12.844762 Tp=0 Tx=10 Bx=11.8 Bz=9.5 jjvgap=8 jjvtran=0.81199195 jjhgap=8
#P7 jjhtran=0.075711465 Dz=-508.22 Az=-254.10712 Ax1=930.625 Ax2=930.625 Ax3=930.625 Ax4=930.625 Ax5=930.625
#P8 Ax6=930.625 Ax7=930.625 c1y=0.29185633 c1p=0.13276696 c1t=0.1999876 c2y=0.1207367 c2p=-0.11007069 c2t=0
#P9 c3y=0.10675307 c3p=-0.11670594 c3t=0 c4y=-0.021176981 c4p=-0.31588739 c4t=0 c5y=0.041919881 c5p=-0.15484311
#P10 c5t=0 c6y=0.15788168 c6p=-0.20814213 c6t=0 c7y=0.11593079 c7p=-0.19958452 c7t=0 vh11p=0
#P11 vh11y=0 vh11t=0 vh12p=0 vh12y=0 vh12t=0 vh13p=0 vh13y=0 vh13t=0
#P12 vh14p=0 vh14y=0 vh14t=0 vh21p=0 vh21y=0 vh21t=0 vh22y=0 vh22t=0
#P13 vh23p=0 vh23y=0 vh23t=-6930.1001 vh24p=0 vh24y=0 vh22p=0 trgdly=0 dgT0=0
#P14 dgT1=0 dgA=0 dgB=0 dgC=0 dgD=0 dgE=0 dgF=0 dgG=0
#P15 dgH=0 polyx=-51.674499 polyy=-18.052 polyz=7.596 em1ver1=-2.0250794 polyrot=-0.64 polytil=50.307872 cryx=9.6640005
#P16 cryth=30.554 vert=-0.38965 em1ubnd=2.2850794 em1ver2=-1.5552381 s1bot=5 diagslit=18.5 horz=85.961368 emonspr=-1.6553
#P17 emonbot=-4.4128 emonsrl=0.5371 Byaw=139.85 emontop=1.1914 s1srl=5 lcm2ds=3.2227 Arot=-148.895 lcm2us=4.7974
#P18 em2ubnd=0.22095238 lcm1ds=8.2568 em2dbnd=1.3098413 em2vert=2.6853968 lcm1us=6.123 em2yaw=-0.51873016 em1dbnd=4.1749206 em2horz=-0.77746032
#P19 erolla=5.8423 Apitch=3.7081267 epitcha=4.3652 epitchb=6.1353 vh24t=0 emongapb=-5.2112 emongpa=-4.6252 erollb=0.0001
#P20 pdlmot=1 zvert=0 zhorz=0 vps42=400 vps41=400 vps32=400 vps31=1e-05 ps41=0
#P21 ps42=0 ps43=0 ps31=4.005 ps32=3.037 ps33=1.999 apdlx=-5.3001386 apdly=-4.5996701 apdlz=5.2000785
#P22 apdrx=-6.2957035 apdry=-4.8000285 apdrz=12.300061
#N 38
#L emiss  Epoch  I0  I1  I2  I3  vortDT2  vortDT3  vortDT4  absev  spear  EMISSION  bgI0  bgI1  bgI2  monoPD  APDI0  APDL  gapct  eth  i0gain  i0offs  i1gain  i1offs  i2gain  i2offs  vROI1L  vROI1H  vROI2L  vROI2H  vROI3L  vROI3H  vROI4L  vROI4H  pd1  pd2  sec  vortDT
19282.9 1088.027 26925 9026 10999 12349 47 0 0 22599.418 497.50896 20576.556 25398 8147 6337 116730 0 0 0 53430821 1.9999999e-09 5.0000001e-11 0.00019999999 -4.9999999e-06 5e-09 -2e-10 1907 1947 3814 3894 620 660 1240 1320 0 0 3 63
19282.7 1091.231 26921 9028 11014 12348 46 0 0 22599.418 497.45169 20576.306 25394 8149 6352 116720 0 0 0 53430821 1.9999999e-09 5.0000001e-11 0.00019999999 -4.9999999e-06 5e-09 -2e-10 1907 1947 3814 3894 620 660 1240 1320 0 0 3 59
19282.5 1094.444 26928 9025 10997 12347 50 0 0 22599.489 497.37776 20576.055 25401 8146 6335 116707 0 0 0 53430822 1.9999999e-09 5.0000001e-11 0.00019999999 -4.9999999e-06 5e-09 -2e-10 1907 1947 3814 3894 620 660 1240 1320 0 0 3 56
19282.3 1097.630 26937 9029 11002 12348 28 0 0 22599.489 497.32163 20575.804 25410 8150 6340 116694 0 0 0 53430822 1.9999999e-09 5.0000001e-11 0.00019999999 -4.9999999e-06 5e-09 -2e-10 1907 1947 3814 3894 620 660 1240 1320 0 0 3 71
19282.1 1100.841 26931 9026 11000 12348 50 0 0 22599.489 497.26527 20575.554 25404 8147 6338 116676 0 0 0 53430822 1.9999999e-09 5.0000001e-11 0.00019999999 -4.9999999e-06 5e-09 -2e-10 1907 1947 3814 3894 620 660 1240 1320 0 0 3 68
19281.9 1104.050 26934 9026 11002 12347 38 0 0 22599.418 497.20789 20575.303 25407 8147 6340 116664 0 0 0 53430821 1.9999999e-09 5.0000001e-11 0.00019999999 -4.9999999e-06 5e-09 -2e-10 1907 1947 3814 3894 620 660 1240 1320 0 0 3 64
19281.7 1107.257 26934 9021 11003 12342 33 0 0 22599.489 497.1364 20575.052 25407 8142 6341 116649 0 0 0 53430822 1.9999999e-09 5.0000001e-11 0.00019999999 -4.9999999e-06 5e-09 -2e-10 1907 1947 3814 3894 620 660 1240 1320 0 0 3 63
19281.5 1110.454 26929 9024 11004 12346 68 0 0 22599.489 497.08077 20574.802 25402 8145 6342 116632 0 0 0 53430822 1.9999999e-09 5.0000001e-11 0.00019999999 -4.9999999e-06 5e-09 -2e-10 1907 1947 3814 3894 620 660 1240 1320 0 0 3 67
19281.3 1113.656 26926 9024 11014 12346 44 0 0 22599.489 497.02421 20574.551 25399 8145 6352 116622 0 0 0 53430822 1.9999999e-09 5.0000001e-11 0.00019999999 -4.9999999e-06 5e-09 -2e-10 1907 1947 3814 3894 620 660 1240 1320 0 0 3 68
19281.1 1116.842 26932 9021 11002 12346 39 0 0 22599.489 496.96831 20574.3 25405 8142 6340 116607 0 0 0 53430822 1.9999999e-09 5.0000001e-11 0.00019999999 -4.9999999e-06 5e-09 -2e-10 1907 1947 3814 3894 620 660 1240 1320 0 0 3 65
19280.9 1120.045 26924 9020 10983 12348 46 0 0 22599.489 496.91284 20574.05 25397 8141 6321 116589 0 0 0 53430822 1.9999999e-09 5.0000001e-11 0.00019999999 -4.9999999e-06 5e-09 -2e-10 1907 1947 3814 3894 620 660 1240 1320 0 0 3 51
19280.7 1123.230 26923 9022 10967 12347 41 0 0 22599.489 496.83896 20573.799 25396 8143 6305 116576 0 0 0 53430822 1.9999999e-09 5.0000001e-11 0.00019999999 -4.9999999e-06 5e-09 -2e-10 1907 1947 3814 3894 620 660 1240 1320 0 0 3 66
19280.5 1126.436 26919 9022 10996 12345 40 0 0 22599.489 496.78241 20573.548 25392 8143 6334 116563 0 0 0 53430822 1.9999999e-09 5.0000001e-11 0.00019999999 -4.9999999e-06 5e-09 -2e-10 1907 1947 3814 3894 620 660 1240 1320 0 0 3 65
