# E0 = 22132.72 eV, edge_step = 0.129187
# energy_eV	mu	mu_norm	mu_flat	pre_edge	post_edge
22119.416	0.02438647834	0.07855119786	0.07855119786	0.01423867479	0.1440941486
22120.3665	0.02555795641	0.0872933888	0.0872933888	0.01428077433	0.1440893273
22121.317	0.03017334577	0.122693896	0.122693896	0.01432287387	0.1440843801
22122.2675	0.02817804654	0.1069229843	0.1069229843	0.01436497341	0.1440793071
22123.218	0.02795857755	0.1048982583	0.1048982583	0.01440707295	0.1440741082
22124.1685	0.02969136178	0.1179853571	0.1179853571	0.0144491725	0.1440687834
22125.119	0.03188123757	0.1346106688	0.1346106688	0.01449127204	0.1440633327
22126.0695	0.03663990596	0.1711202574	0.1711202574	0.01453337158	0.1440577561
22127.02	0.04552670126	0.2395844765	0.2395844765	0.01457547112	0.1440520536
22127.9705	0.0568123193	0.3266172852	0.3266172852	0.01461757067	0.1440462252
22128.921	0.07008593349	0.4290385944	0.4290385944	0.01465967021	0.144040271
22129.8715	0.07870380151	0.4954211256	0.4954211256	0.01470176975	0.1440341909
22130.822	0.09053072752	0.586644042	0.586644042	0.01474386929	0.1440279848
22131.7725	0.1053758645	0.7012300522	0.7012300522	0.01478596884	0.1440216529
22132.723	0.1209351058	0.8213437366	0.7967074942	0.01482806838	0.1440151952
22133.6735	0.1351597384	0.9311266026	0.9071210475	0.01487016792	0.1440086115
22134.624	0.1515481663	1.057658779	1.034283911	0.01491226746	0.1440019019
22135.5745	0.1673396125	1.179569895	1.156825714	0.014954367	0.1439950665
22136.525	0.1810156527	1.285106267	1.262992773	0.01499646655	0.1439881051
22137.4755	0.1871035517	1.331905043	1.310422237	0.01503856609	0.1439810179
22138.426	0.1926925646	1.374842087	1.353989968	0.01508066563	0.1439738048
22139.3765	0.1958586513	1.399023963	1.378802532	0.01512276517	0.1439664658
22140.327	0.2003494573	1.433460107	1.413869363	0.01516486472	0.1439590009
22141.2775	0.19323845	1.378089986	1.359129929	0.01520696426	0.1439514101
22142.228	0.1887699078	1.34317442	1.32484505	0.0152490638	0.1439436935
22143.1785	0.1901487808	1.353521995	1.335823312	0.01529116334	0.1439358509
22144.129	0.1842501684	1.30753667	1.290468674	0.01533326289	0.1439278825
22145.0795	0.178050773	1.259223072	1.242785763	0.01537536243	0.1439197882
22146.03	0.174359113	1.230321124	1.214514503	0.01541746197	0.143911568
22146.9805	0.1780081211	1.258241155	1.243065221	0.01545956151	0.1439032219
22147.931	0.1803716018	1.276210292	1.261665045	0.01550166105	0.1438947499
22148.8815	0.1821686456	1.289794805	1.275880246	0.0155437606	0.1438861521
22149.832	0.1798660477	1.271645184	1.258361312	0.01558586014	0.1438774283
22150.7825	0.1825800037	1.292327248	1.279674063	0.01562795968	0.1438685787
22151.733	0.1875049932	1.33012428	1.318101783	0.01567005922	0.1438596031
22152.6835	0.1854557865	1.313936086	1.302544276	0.01571215877	0.1438505017
22153.634	0.1827837971	1.292927112	1.282165989	0.01575425831	0.1438412744
22154.5845	0.180260143	1.273066359	1.262935923	0.01579635785	0.1438319213
22155.535	0.1749832386	1.231893496	1.222393747	0.01583845739	0.1438224422
22156.4855	0.1708212885	1.199351169	1.190482108	0.01588055694	0.1438128372
22157.436	0.1629189292	1.137855423	1.129617048	0.01592265648	0.1438031064
22158.3865	0.1542284051	1.070258721	1.062651034	0.01596475602	0.1437932497
22159.337	0.1477717527	1.019953771	1.012976771	0.01600685556	0.143783267
22160.2875	0.1425161276	0.9789456244	0.9725993121	0.0160489551	0.1437731585
22161.238	0.1391646627	0.9526770287	0.9469614036	0.01609105465	0.1437629242
22162.1885	0.1376973841	0.9409933706	0.9359084328	0.01613315419	0.1437525639
22163.139	0.1347177777	0.9176032239	0.9131489733	0.01617525373	0.1437420777
22164.0895	0.1326991513	0.9016517428	0.8978281795	0.01621735327	0.1437314657
22165.04	0.1319760224	0.8957283321	0.8925354561	0.01625945282	0.1437207277
22165.9905	0.1313484084	0.8905442738	0.887982085	0.01630155236	0.1437098639
22166.941	0.1335065351	0.9069238256	0.904992324	0.0163436519	0.1436988742
22167.8915	0.1348589627	0.9170666937	0.9157658793	0.01638575144	0.1436877586
22168.842	0.1308156167	0.8854424474	0.8847723203	0.01642785099	0.1436765171
22169.7925	0.1305604236	0.8831411918	0.8831017519	0.01646995053	0.1436651498
22170.743	0.133283044	0.9038903241	0.9044815715	0.01651205007	0.1436536565
22171.6935	0.1304365551	0.8815306008	0.8827525355	0.01655414961	0.1436420374
22172.644	0.1343026432	0.9111309845	0.9129836064	0.01659624915	0.1436302923
22173.5945	0.1346614453	0.9135824876	0.9160657967	0.0166383487	0.1436184214
22174.545	0.1298289943	0.8758500081	0.8789640044	0.01668044824	0.1436064246
22175.4955	0.1345978703	0.912438611	0.9161832946	0.01672254778	0.1435943019
22176.446	0.1332491118	0.9016723833	0.9060477541	0.01676464732	0.1435820534
22177.3965	0.1336949712	0.9047977705	0.9098038286	0.01680674687	0.1435696789
22178.347	0.135858521	0.9212193009	0.9268560463	0.01684884641	0.1435571786
22179.2975	0.138742499	0.9432174562	0.9494848888	0.01689094595	0.1435445523
22180.248	0.1394139135	0.9480888002	0.95498692	0.01693304549	0.1435318002
22181.1985	0.1371082337	0.9299153225	0.9374441296	0.01697514504	0.1435189222
22182.149	0.1371228883	0.929702879	0.9378623734	0.01701724458	0.1435059183
22183.0995	0.1372785847	0.9305821999	0.9393723814	0.01705934412	0.1434927885
22184.05	0.1350092273	0.9126898832	0.9221107521	0.01710144366	0.1434795329
22185.0005	0.1366575076	0.9251228612	0.9351744173	0.0171435432	0.1434661513
22185.951	0.1325824943	0.8932534874	0.9039357307	0.01718564275	0.1434526439
22186.9015	0.1397016836	0.9480351828	0.9593481133	0.01722774229	0.1434390105
22187.852	0.1419177788	0.9648634507	0.9768070685	0.01726984183	0.1434252513
22188.8025	0.1386787234	0.9394649842	0.9520392893	0.01731194137	0.1434113662
22189.753	0.1372570624	0.9281344394	0.9413394317	0.01735404092	0.1433973552
22190.7035	0.1417751097	0.9627814501	0.9766171296	0.01739614046	0.1433832184
22191.654	0.1457621608	0.9933181734	1.00778454	0.01743824	0.1433689556
22192.6045	0.1442746904	0.9814782167	0.9965752707	0.01748033954	0.143354567
22193.555	0.1472441732	1.00413824	1.019865981	0.01752243909	0.1433400524
22194.5055	0.1456385556	0.9913837402	1.007742169	0.01756453863	0.143325412
22195.456	0.1470151311	1.001713531	1.018702647	0.01760663817	0.1433106457
22196.4065	0.1455257732	0.989858964	1.007478767	0.01764873771	0.1432957535
22197.357	0.1442280943	0.9794881289	0.9977386191	0.01769083725	0.1432807354
22198.3075	0.1474080609	1.003777445	1.022658623	0.0177329368	0.1432655915
22199.258	0.149336164	1.018376451	1.037888316	0.01777503634	0.1432503216
22200.2085	0.1470290515	1.000191884	1.020334436	0.01781713588	0.1432349259
22201.159	0.1487175004	1.012935795	1.033709034	0.01785923542	0.1432194043
22202.1095	0.1549426871	1.060797276	1.082201202	0.01790133497	0.1432037567
22203.06	0.1549220308	1.060311501	1.082346114	0.01794343451	0.1431879833
22204.0105	0.1542015262	1.054408404	1.077073705	0.01798553405	0.1431720841
22204.961	0.1534810216	1.048505307	1.071801295	0.01802763359	0.1431560589
22205.9115	0.1527605171	1.04260221	1.066528886	0.01806973314	0.1431399078
22206.862	0.1520400125	1.036699114	1.061256476	0.01811183268	0.1431236309
22207.8125	0.1528816736	1.042888288	1.068076338	0.01815393222	0.1431072281
22208.763	0.1541690643	1.052527724	1.078346461	0.01819603176	0.1430906993
22209.7135	0.155456455	1.062167161	1.088616585	0.0182381313	0.1430740447
22210.664	0.1567438456	1.071806598	1.098886709	0.01828023085	0.1430572642
22211.6145	0.1575657079	1.077842514	1.105553313	0.01832233039	0.1430403579
22212.565	0.1580895355	1.081571431	1.109912917	0.01836442993	0.1430233256
22213.5155	0.1586133631	1.085300348	1.114272522	0.01840652947	0.1430061674
22214.466	0.1591371908	1.089029265	1.118632126	0.01844862902	0.1429888834
22215.4165	0.1584360248	1.083275863	1.113509411	0.01849072856	0.1429714735
22216.367	0.1555701685	1.060766222	1.091630457	0.0185328281	0.1429539377
22217.3175	0.1527043121	1.038256581	1.069751503	0.01857492764	0.142936276
22218.268	0.1498384558	1.01574694	1.047872549	0.01861702719	0.1429184884
22219.2185	0.1475832569	0.9979642198	1.030720517	0.01865912673	0.1429005749
22220.169	0.147987428	1.00076691	1.034153894	0.01870122627	0.1428825356
22221.1195	0.148391599	1.0035696	1.037587272	0.01874332581	0.1428643703
22222.07	0.14879577	1.006372291	1.041020649	0.01878542535	0.1428460792
22223.0205	0.1491999411	1.009174981	1.044454027	0.0188275249	0.1428276622
22223.971	0.1486100165	1.004282666	1.040192399	0.01886962444	0.1428091193
22224.9215	0.147867479	0.9982090187	1.034749439	0.01891172398	0.1427904505
22225.872	0.1471249415	0.9921353712	1.029306479	0.01895382352	0.1427716558
22226.8225	0.146382404	0.9860617238	1.023863519	0.01899592307	0.1427527353
22227.773	0.146323426	0.9852793123	1.023711794	0.01903802261	0.1427336888
22228.7235	0.1465728326	0.9868840157	1.025947185	0.01908012215	0.1427145165
22229.674	0.1468222392	0.9884887191	1.028182576	0.01912222169	0.1426952182
22230.6245	0.1470716457	0.9900934224	1.030417966	0.01916432124	0.1426757941
22231.575	0.1473094798	0.9916085463	1.032563777	0.01920642078	0.1426562441
22232.5255	0.1475324448	0.9930085734	1.034594492	0.01924852032	0.1426365683
22233.476	0.1477554098	0.9944086005	1.036625206	0.01929061986	0.1426167665
22234.4265	0.1479783748	0.9958086275	1.03865592	0.0193327194	0.1425968388
22235.377	0.1461264141	0.9811472574	1.024625237	0.01937481895	0.1425767853
22236.3275	0.1459570872	0.9795106668	1.023619334	0.01941691849	0.1425566059
22237.278	0.1459088432	0.9788113435	1.023550698	0.01945901803	0.1425363006
22238.2285	0.14660507	0.9838747527	1.029244795	0.01950111757	0.1425158694
22239.179	0.1444193924	0.9666301775	1.012630907	0.01954321712	0.1424953123
22240.1295	0.1453141683	0.9732304976	1.019861914	0.01958531666	0.1424746293
22241.08	0.1399763275	0.9315859426	0.9788480461	0.0196274162	0.1424538204
22242.0305	0.1437802961	0.9607054775	1.008598268	0.01966951574	0.1424328857
22242.981	0.1410519407	0.9392601917	0.9877836697	0.01971161529	0.142411825
22243.9315	0.1386911527	0.9206601375	0.9698143028	0.01975371483	0.1423906385
22244.882	0.1392576419	0.9247192849	0.9745041374	0.01979581437	0.1423693261
22245.8325	0.1430830972	0.9540051428	1.004420683	0.01983791391	0.1423478878
22246.783	0.1416999034	0.9429723612	0.9940185882	0.01988001345	0.1423263236
22247.7335	0.1392129992	0.9233960782	0.9750729925	0.019922113	0.1423046336
22248.684	0.1388543605	0.9202940795	0.972601681	0.01996421254	0.1422828176
22249.6345	0.1401354865	0.9298850234	0.9828233122	0.02000631208	0.1422608758
22250.585	0.1365115373	0.901507206	0.955076182	0.02004841162	0.1422388081
22251.5355	0.1337106168	0.8795002137	0.933699877	0.02009051117	0.1422166144
22252.486	0.1348966248	0.8883548767	0.9431852272	0.02013261071	0.1421942949
22253.4365	0.1360826328	0.8972095397	0.9526705775	0.02017471025	0.1421718496
22254.387	0.1372686408	0.9060642027	0.9621559277	0.02021680979	0.1421492783
22255.3375	0.1383173523	0.9138560935	0.9705785057	0.02025890934	0.1421265811
22256.288	0.1387639818	0.9169874417	0.9743405412	0.02030100888	0.1421037581
22257.2385	0.1392106112	0.9201187899	0.9781025766	0.02034310842	0.1420808091
22258.189	0.1396572406	0.9232501381	0.9818646121	0.02038520796	0.1420577343
22259.1395	0.14010387	0.9263814863	0.9856266475	0.0204273075	0.1420345336
22260.09	0.1399356559	0.9247535094	0.9846293578	0.02046940705	0.142011207
22261.0405	0.1397651694	0.9231079425	0.9836144782	0.02051150659	0.1419877546
22261.991	0.1395946829	0.9214623757	0.9825995986	0.02055360613	0.1419641762
22262.9415	0.1394241964	0.9198168088	0.981584719	0.02059570567	0.1419404719
22263.892	0.1391971177	0.9177331788	0.9801317763	0.02063780522	0.1419166418
22264.8425	0.1389493456	0.9154893663	0.978518651	0.02067990476	0.1418926858
22265.793	0.1387015734	0.9132455537	0.9769055257	0.0207220043	0.1418686039
22266.7435	0.1384538013	0.9110017412	0.9752924003	0.02076410384	0.1418443961
22267.694	0.1388955624	0.9140954051	0.9790167515	0.02080620339	0.1418200624
22268.6445	0.1401239194	0.9232778794	0.9888299131	0.02084830293	0.1417956028
22269.595	0.1413522764	0.9324603538	0.9986430747	0.02089040247	0.1417710173
22270.5455	0.1425806334	0.9416428282	1.008456236	0.02093250201	0.141746306
22271.496	0.1438301244	0.9509888942	1.01843299	0.02097460155	0.1417214688
22272.4465	0.1451197248	0.9606454354	1.028720218	0.0210167011	0.1416965056
22273.397	0.1464093251	0.9703019766	1.039007447	0.02105880064	0.1416714166
22274.3475	0.1476989255	0.9799585178	1.049294675	0.02110090018	0.1416462018
22275.298	0.1489885258	0.989615059	1.059581903	0.02114299972	0.141620861
22276.2485	0.147642983	0.9788737229	1.049471254	0.02118509927	0.1415953943
22277.199	0.1461040079	0.9666350835	1.037863302	0.02122719881	0.1415698018
22278.1495	0.1445650328	0.9543964441	1.02625535	0.02126929835	0.1415440833
22279.1	0.1430260576	0.9421578047	1.014647398	0.02131139789	0.141518239
22280.0505	0.1421098577	0.9347398865	1.007860167	0.02135349744	0.1414922688
22281.001	0.1413431562	0.928479193	1.002230161	0.02139559698	0.1414661727
22281.9515	0.1405764547	0.9222184995	0.9966001546	0.02143769652	0.1414399507
22282.902	0.1398097533	0.915957806	0.9909701484	0.02147979606	0.1414136028
22283.8525	0.1392277407	0.9111267356	0.9867697652	0.0215218956	0.1413871291
22284.803	0.138806264	0.9075383266	0.9838120434	0.02156399515	0.1413605294
22285.7535	0.1383847873	0.9039499176	0.9808543217	0.02160609469	0.1413338039
22286.704	0.1379633106	0.9003615087	0.9778966	0.02164819423	0.1413069525
22287.6545	0.1381135371	0.9011984882	0.9793642668	0.02169029377	0.1412799752
22288.605	0.1398787965	0.9145369679	0.9933334337	0.02173239332	0.141252872
22289.5555	0.1416440559	0.9278754475	1.007302601	0.02177449286	0.1412256429
22290.506	0.1434093153	0.9412139272	1.021271768	0.0218165924	0.141198288
22291.4565	0.1450351913	0.95347348	1.034162008	0.02185869194	0.1411708071
22292.407	0.1444556014	0.9486611632	1.029980378	0.02190079149	0.1411432004
22293.3575	0.1438760116	0.9438488464	1.025798748	0.02194289103	0.1411154677
22294.308	0.1432964218	0.9390365296	1.021617119	0.02198499057	0.1410876092
22295.2585	0.1427168319	0.9342242128	1.017435489	0.02202709011	0.1410596248
22296.209	0.1419738739	0.92814731	1.011989274	0.02206918965	0.1410315146
22297.1595	0.1411855723	0.9217194165	1.006192068	0.0221112892	0.1410032784
22298.11	0.1403972708	0.9152915231	1.000394861	0.02215338874	0.1409749163
22299.0605	0.1396089692	0.9088636297	0.9945976552	0.02219548828	0.1409464284
22300.011	0.1395907563	0.9083967681	0.9947614809	0.02223758782	0.1409178146
22300.9615	0.1403273906	0.9137729597	1.00076836	0.02227968737	0.1408890749
22301.912	0.1410640248	0.9191491512	1.006775238	0.02232178691	0.1408602093
22302.8625	0.1418006591	0.9245253428	1.012782117	0.02236388645	0.1408312178
22303.813	0.1424106442	0.92892118	1.017808642	0.02240598599	0.1408021004
22304.7635	0.1428052898	0.9316501364	1.021168285	0.02244808554	0.1407728571
22305.714	0.1431999354	0.9343790928	1.024527929	0.02249018508	0.140743488
22306.6645	0.143594581	0.9371080492	1.027887573	0.02253228462	0.1407139929
22307.615	0.1439952238	0.9398834288	1.03129364	0.02257438416	0.140684372
22308.5655	0.1444569331	0.9431315056	1.035172404	0.0226164837	0.1406546252
22309.516	0.1449186423	0.9463795823	1.039051168	0.02265858325	0.1406247525
22310.4665	0.1453803516	0.9496276591	1.042929932	0.02270068279	0.1405947539
22311.417	0.1458420608	0.9528757358	1.046808696	0.02274278233	0.1405646295
22312.3675	0.146845256	0.9603152975	1.054878944	0.02278488187	0.1405343791
22313.318	0.147978436	0.9687610343	1.063955369	0.02282698142	0.1405040029
22314.2685	0.149111616	0.9772067711	1.073031793	0.02286908096	0.1404735007
22315.219	0.150244796	0.9856525079	1.082108217	0.0229111805	0.1404428727
22316.1695	0.1495621096	0.9800421505	1.077128546	0.02295328004	0.1404121188
22317.12	0.1482418695	0.9694966755	1.067213759	0.02299537959	0.140381239
22318.0705	0.1469216294	0.9589512004	1.057298971	0.02303747913	0.1403502334
22319.021	0.1456013894	0.9484057254	1.047384183	0.02307957867	0.1403191018
22319.9715	0.1447462928	0.9414607914	1.041069936	0.02312167821	0.1402878444
22320.922	0.1444482931	0.9388281816	1.039068014	0.02316377775	0.140256461
22321.8725	0.1441502933	0.9361955718	1.037066091	0.0232058773	0.1402249518
22322.823	0.1438522936	0.933562962	1.035064169	0.02324797684	0.1401933167
22323.7735	0.1435439446	0.9308502417	1.032982136	0.02329007638	0.1401615557
22324.724	0.1432028947	0.9278843934	1.030646975	0.02333217592	0.1401296688
22325.6745	0.1428618448	0.9249185451	1.028311813	0.02337427547	0.1400976561
22326.625	0.1425207949	0.9219526968	1.025976652	0.02341637501	0.1400655174
22327.5755	0.1421374538	0.9186594844	1.023314127	0.02345847455	0.1400332529
22328.526	0.1400098346	0.9018643222	1.007149652	0.02350057409	0.1400008624
22329.4765	0.1378822154	0.88506916	0.9909851774	0.02354267364	0.1399683461
22330.427	0.1357545962	0.8682739979	0.9748207025	0.02358477318	0.1399357039
22331.3775	0.133626977	0.8514788357	0.9586562276	0.02362687272	0.1399029359
22332.328	0.1338488865	0.852870692	0.9606787711	0.02366897226	0.1398700419
22333.2785	0.1343925914	0.8567534737	0.9651922401	0.0237110718	0.139837022
22334.229	0.1349362964	0.8606362554	0.969705709	0.02375317135	0.1398038763
22335.1795	0.1354800013	0.8645190371	0.9742191779	0.02379527089	0.1397706046
22336.13	0.1359298839	0.8676755672	0.9780063953	0.02383737043	0.1397372071
22337.0805	0.136331359	0.8704573885	0.9814189038	0.02387946997	0.1397036837
22338.031	0.136732834	0.8732392098	0.9848314124	0.02392156952	0.1396700344
22338.9815	0.1371343091	0.8760210311	0.988243921	0.02396366906	0.1396362593
22339.932	0.1380567412	0.8828354298	0.9956890069	0.0240057686	0.1396023582
22340.8825	0.1393488092	0.8925110728	1.005995337	0.02404786814	0.1395683312
22341.833	0.1406408773	0.9021867157	1.016301667	0.02408996769	0.1395341784
22342.7835	0.1419329454	0.9118623586	1.026607997	0.02413206723	0.1394998997
22343.734	0.1424554753	0.9155812308	1.030957557	0.02417416677	0.1394654951
22344.6845	0.1410973768	0.9047427048	1.020749718	0.02421626631	0.1394309646
22345.635	0.1397392783	0.8939041789	1.010541879	0.02425836585	0.1393963082
22346.5855	0.1383811799	0.8830656529	1.000334041	0.0243004654	0.1393615259
22347.536	0.1370999706	0.872822304	0.990721379	0.02434256494	0.1393266178
22348.4865	0.1362955326	0.8662695032	0.9847992655	0.02438466448	0.1392915837
22349.437	0.1354910946	0.8597167024	0.9788771519	0.02442676402	0.1392564238
22350.3875	0.1346866567	0.8531639016	0.9729550384	0.02446886357	0.139221138
22351.338	0.1338822187	0.8466111008	0.9670329248	0.02451096311	0.1391857263
22352.2885	0.1346780594	0.8524455923	0.9734981036	0.02455306265	0.1391501887
22353.239	0.1354960907	0.8584518543	0.9801350528	0.02459516219	0.1391145252
22354.1895	0.136314122	0.8644581162	0.986772002	0.02463726174	0.1390787358
22355.14	0.1371321533	0.8704643782	0.9934089512	0.02467936128	0.1390428206
22356.0905	0.1373791041	0.8720500727	0.995625333	0.02472146082	0.1390067794
22357.041	0.1375113338	0.8727477442	0.9969536917	0.02476356036	0.1389706124
22357.9915	0.1376435636	0.8734454157	0.9982820505	0.0248056599	0.1389343195
22358.942	0.1377757933	0.8741430872	0.9996104092	0.02484775945	0.1388979007
22359.8925	0.1380021016	0.8755689939	1.001667003	0.02488985899	0.138861356
22360.843	0.1382899827	0.8774715176	1.004200214	0.02493195853	0.1388246855
22361.7935	0.1385778638	0.8793740412	1.006733425	0.02497405807	0.138787889
22362.744	0.1388657449	0.8812765649	1.009266636	0.02501615762	0.1387509667
22363.6945	0.1385297788	0.8783500685	1.006970827	0.02505825716	0.1387139184
22364.645	0.1371496802	0.8673412462	0.9965926916	0.0251003567	0.1386767443
22365.5955	0.1357695816	0.8563324238	0.9862145565	0.02514245624	0.1386394443
22366.546	0.134389483	0.8453236014	0.9758364214	0.02518455579	0.1386020184
22367.4965	0.1333240066	0.8367501778	0.967893685	0.02522665533	0.1385644666
22368.447	0.1341509071	0.8428250933	0.9745992878	0.02526875487	0.138526789
22369.3975	0.1349778075	0.8489000089	0.9813048906	0.02531085441	0.1384889854
22370.348	0.1358047079	0.8549749244	0.9880104934	0.02535295395	0.138451056
22371.2985	0.1366316083	0.86104984	0.9947160962	0.0253950535	0.1384130007
22372.249	0.1375023172	0.8674638638	1.001760807	0.02543715304	0.1383748195
22373.1995	0.1383738	0.8738838783	1.008811509	0.02547925258	0.1383365124
22374.15	0.1392452827	0.8803038928	1.015862211	0.02552135212	0.1382980794
22375.1005	0.1401167655	0.8867239073	1.022912913	0.02556345167	0.1382595205
22376.051	0.1396010562	0.8824060713	1.019225764	0.02560555121	0.1382208358
22377.0015	0.1386206765	0.874491357	1.011941737	0.02564765075	0.1381820251
22377.952	0.1376402969	0.8665766426	1.00465771	0.02568975029	0.1381430886
22378.9025	0.1366599172	0.8586619283	0.9973736824	0.02573184983	0.1381040262
22379.853	0.1360665515	0.8537429767	0.9930854181	0.02577394938	0.1380648379
22380.8035	0.135966212	0.8526403974	0.9926135261	0.02581604892	0.1380255237
22381.754	0.1358658725	0.8515378182	0.9921416341	0.02585814846	0.1379860836
22382.7045	0.135765533	0.850435239	0.9916697421	0.025900248	0.1379465177
22383.655	0.1355315436	0.8482981147	0.9901633051	0.02594234755	0.1379068258
22384.6055	0.1350474149	0.8442247346	0.9867206123	0.02598444709	0.1378670081
22385.556	0.1345632862	0.8401513545	0.9832779194	0.02602654663	0.1378270645
22386.5065	0.1340791575	0.8360779745	0.9798352266	0.02606864617	0.137786995
22387.457	0.133612339	0.8321385879	0.9765265272	0.02611074572	0.1377467996
22388.4075	0.1336121331	0.831811114	0.9768297406	0.02615284526	0.1377064783
22389.358	0.1336119272	0.8314836402	0.977132954	0.0261949448	0.1376660311
22390.3085	0.1336117214	0.8311561663	0.9774361674	0.02623704434	0.1376254581
22391.259	0.1336115155	0.8308286925	0.9777393808	0.02627914388	0.1375847591
22392.2095	0.1344814863	0.8372370033	0.9847783789	0.02632124343	0.1375439343
22393.16	0.135576056	0.8453838688	0.9935559316	0.02636334297	0.1375029836
22394.1105	0.1366706257	0.8535307343	1.002333484	0.02640544251	0.137461907
22395.061	0.1377651954	0.8616775998	1.011111037	0.02644754205	0.1374207045
22396.0115	0.138110105	0.8640215647	1.014085689	0.0264896416	0.1373793761
22396.962	0.1378487244	0.8616724132	1.012367225	0.02653174114	0.1373379219
22397.9125	0.1375873438	0.8593232616	1.010648761	0.02657384068	0.1372963417
22398.863	0.1373259632	0.85697411	1.008930296	0.02661594022	0.1372546357
22399.8135	0.1371150334	0.8550154833	1.007602357	0.02665803977	0.1372128038
22400.764	0.1369863042	0.8536931475	1.006910708	0.02670013931	0.137170846
22401.7145	0.136857575	0.8523708116	1.00621906	0.02674223885	0.1371287623
22402.665	0.1367288457	0.8510484758	1.005527411	0.02678433839	0.1370865527
